,High_Momentum_Forward_Return,Low_Momentum_Forward_Return,Long_Short
2023-02-01,0.06025870234916253,0.055311646774899303,0.004947055574263226
2023-02-02,0.028928020720204506,-0.023249634212252568,0.052177654932457074
2023-02-03,0.007819784529938811,-0.01045222193769213,0.01827200646763094
2023-02-06,0.03314514657055612,0.007320042482625189,0.025825104087930928
2023-02-07,0.03598991180580158,-0.006141687414470853,0.04213159922027243
2023-02-08,0.02517442000945347,0.008109085082329992,0.017065334927123477
2023-02-09,-0.014997593317603308,0.0029231536903515654,-0.017920747007954874
2023-02-10,0.00578420255447698,-0.0019115691359679055,0.007695771690444886
2023-02-13,-0.05200108735792186,-0.03328231882788424,-0.01871876853003762
2023-02-14,-0.09651288679609915,-0.03417024616574815,-0.062342640630351
2023-02-15,0.03953629791542079,-0.032175427053780736,0.07171172496920153
2023-02-16,0.05835831548893644,-0.02914680550493942,0.08750512099387586
2023-02-17,0.09879365104304716,-0.023400327047722103,0.12219397809076926
2023-02-21,0.12398941591757406,-0.0070910003872662886,0.13108041630484035
2023-02-22,0.0936684451734906,-0.009534943554038389,0.10320338872752899
2023-02-23,-0.014790529426544574,-0.0071133490980472835,-0.007677180328497291
2023-02-24,0.02593832039667099,0.019703382718147422,0.006234937678523567
2023-02-27,0.0022553068444934876,0.016946225005950888,-0.0146909181614574
2023-02-28,0.0032717218405629023,0.005072263160626145,-0.0018005413200632425
2023-03-01,0.0655170568948995,0.01058931860036827,0.054927738294531236
2023-03-02,0.005403605870913708,-0.01571094234765158,0.021114548218565288
2023-03-03,-0.03855583227575177,-0.037139668979691454,-0.0014161632960603132
2023-03-06,-0.02479827030700721,-0.03109786134031689,0.006299591033309682
2023-03-07,0.033278705107755435,-0.01642096499386614,0.049699670101621574
2023-03-08,0.0019437743090209292,0.04627510560223991,-0.04433133129321898
2023-03-09,0.08981916034454884,0.09464210752631463,-0.004822947181765791
2023-03-10,0.12018304810000302,0.12405968242071497,-0.003876634320711947
2023-03-13,0.12775411177367801,0.025645471671694064,0.10210864010198395
2023-03-14,0.08876701804386489,0.02221537608379287,0.06655164196007202
2023-03-15,0.09245497771489974,0.011114425790649252,0.08134055192425049
2023-03-16,0.06460193276087378,-0.0036338547382320785,0.06823578749910586
2023-03-17,0.04097152867354703,0.01476967944111518,0.02620184923243185
2023-03-20,0.02436284969835012,0.006984279069610189,0.01737857062873993
2023-03-21,0.00805367543030755,-0.00829747594457797,0.01635115137488552
2023-03-22,0.019495215903026608,0.023564614507652015,-0.004069398604625407
2023-03-23,0.0070612122677988776,0.026782157338146817,-0.01972094507034794
2023-03-24,0.03726810978073125,0.03446628973306698,0.002801820047664272
2023-03-27,0.05404990594766779,0.0364700343676474,0.01757987158002039
2023-03-28,0.039492784475110065,0.03303832098283266,0.006454463492277407
2023-03-29,-0.0038171546488493524,0.01557266070914265,-0.019389815357992002
2023-03-30,-0.012635563041520137,0.013599262455490368,-0.026234825497010505
2023-03-31,-0.007128116618066227,0.0005372899855373703,-0.007665406603603597
2023-04-03,-0.02846407661543704,-0.002993034413683593,-0.025471042201753447
2023-04-04,-0.03489609471794153,-0.0015170884689946762,-0.03337900624894685
2023-04-05,0.019343077001168885,0.014401311217457247,0.004941765783711638
2023-04-06,-0.01872424965709063,0.007991289416259484,-0.026715539073350114
2023-04-10,-0.020921810333829893,0.010571248464908312,-0.031493058798738205
2023-04-11,0.018329679305093327,0.010958667875782258,0.0073710114293110696
2023-04-12,0.0541988586270612,0.014924718908312151,0.039274139718749046
2023-04-13,0.02422247123297039,-0.003845562374572231,0.02806803360754262
2023-04-14,-0.0011501427769908812,-0.0013280454618653792,0.000177902684874498
2023-04-17,0.0006053094662212821,-0.024342012035303284,0.024947321501524566
2023-04-18,-0.05154145074681327,-0.02781781438471642,-0.023723636362096845
2023-04-19,-0.034907338457863424,-0.021461445439937443,-0.01344589301792598
2023-04-20,0.010561129373997336,0.0045010703820764775,0.006060058991920858
2023-04-21,0.009049044779454007,0.02323106608032477,-0.014182021300870762
2023-04-24,0.006979573369408465,0.0844306204785863,-0.07745104710917783
2023-04-25,0.029126155777889906,0.0750350255651342,-0.04590886978724429
2023-04-26,0.030571959671171545,0.017379219409545232,0.013192740261626312
2023-04-27,0.0019029290944720945,0.012341288403107109,-0.010438359308635015
2023-04-28,0.011033235746805259,0.03355065951521374,-0.022517423768408484
2023-05-01,0.010112506361851237,0.004655509279592351,0.005456997082258885
2023-05-02,0.0052059311240602035,0.0070764079345391195,-0.001870476810478916
2023-05-03,0.025985480446797826,0.024740709300556718,0.0012447711462411082
2023-05-04,0.01538917593078759,0.017278411785735193,-0.0018892358549476018
2023-05-05,-0.005408145102168249,-0.0025204057642695954,-0.0028877393378986538
2023-05-08,-0.006870106618208971,0.0006542518881293979,-0.007524358506338369
2023-05-09,0.01543983032142604,-0.0016546801842999281,0.01709451050572597
2023-05-10,0.007609164487351494,0.0057647929450881374,0.0018443715422633566
2023-05-11,0.10847516842186122,0.017227559015795313,0.09124760940606591
2023-05-12,0.03257890304983402,0.017080035501509716,0.015498867548324302
2023-05-15,0.07677965655790553,0.013994907619988117,0.06278474893791741
2023-05-16,0.01350225313136999,0.00936005905838977,0.004142194072980221
2023-05-17,-0.0004776090124453125,-0.009970380456325145,0.009492771443879833
2023-05-18,0.19893933284467424,-0.010924909947521488,0.20986424279219573
2023-05-19,0.2457137190605052,0.003344323505914071,0.24236939555459114
2023-05-22,0.28659862118966406,0.0033190361603803176,0.28327958502928374
2023-05-23,0.2328596758754944,0.009080190711269198,0.2237794851642252
2023-05-24,0.30231184296359004,0.026101387073014015,0.276210455890576
2023-05-25,0.03546586533357776,0.03200298705355187,0.003462878280025894
2023-05-26,0.005777600138190175,0.01685630118757908,-0.011078701049388906
2023-05-30,-0.03632420441867101,0.0186823307889048,-0.05500653520757581
2023-05-31,-0.009386243043447706,0.020820812144870304,-0.03020705518831801
2023-06-01,-0.031581822432172,0.017329585095582578,-0.04891140752775458
2023-06-02,-0.014061061620249227,0.004627105100857953,-0.01868816672110718
2023-06-05,0.008043384369965212,0.015687264825794633,-0.0076438804558294215
2023-06-06,0.06137129664100516,0.02287802195185984,0.03849327468914532
2023-06-07,0.14735162063667784,0.034472746315836744,0.1128788743208411
2023-06-08,0.10758240996756219,0.031389136373821236,0.07619327359374095
2023-06-09,0.10116050734063675,0.02188325683547454,0.07927725050516221
2023-06-12,0.10956921481320192,0.01153517153038175,0.09803404328282017
2023-06-13,0.049315089400723267,-0.00023923076632570428,0.04955432016704897
2023-06-14,0.0006510928824441375,0.0021764129873307336,-0.001525320104886596
2023-06-15,-0.010409581745169705,-0.01757984631606524,0.007170264570895535
2023-06-16,-0.048252614974366725,-0.01824982827539612,-0.030002786698970607
2023-06-20,-0.04410165197753213,-0.002310226920568592,-0.04179142505696354
2023-06-21,-0.04479025824432881,0.006865236625535509,-0.051655494869864316
2023-06-22,-0.05120269105367514,0.0036654402690305954,-0.05486813132270574
2023-06-23,0.002203199401168199,0.02324506217013922,-0.02104186276897102
2023-06-26,0.03880818908801342,0.02857573266402702,0.010232456423986402
2023-06-27,0.0105312560426154,0.010700386295433129,-0.00016913025281772853
2023-06-28,0.013526909485540806,0.016138328797739687,-0.0026114193121988816
2023-06-29,0.04117878768721339,0.0064766051212563625,0.03470218256595703
2023-06-30,-0.02763308906511963,-0.025577111397562247,-0.002055977667557385
2023-07-03,-0.00018866516604654215,-0.01633192199870659,0.016143256832660047
2023-07-05,0.03745532944970642,-0.00280931917774474,0.04026464862745116
2023-07-06,0.09201238000444123,0.004072921647637839,0.08793945835680339
2023-07-07,0.0697833256266569,0.024467051558364705,0.045316274068292195
2023-07-10,0.1014933389280106,0.04188894077515837,0.059604398152852234
2023-07-11,0.12000936661633155,0.08127036334536886,0.03873900327096269
2023-07-12,0.07232007006817676,0.053024821515881504,0.019295248552295252
2023-07-13,-0.009939815734729907,0.012286189544603365,-0.022226005279333272
2023-07-14,-0.02551192616427922,-0.0042579548850727456,-0.021253971279206474
2023-07-17,-0.03979644626488377,-0.0017932577332154809,-0.038003188531668286
2023-07-18,-0.038215299479339326,0.002752119602351444,-0.04096741908169077
2023-07-19,-0.03451781655367925,0.0006810546045872279,-0.035198871158266476
2023-07-20,0.00834798650124946,0.0006854634102986257,0.007662523090950835
2023-07-21,0.010482489379509685,-0.015707947108262954,0.02619043648777264
2023-07-24,0.047453304848217526,-0.02662906365483675,0.07408236850305427
2023-07-25,0.018126434481821496,0.010277938587215152,0.007848495894606344
2023-07-26,-0.02602744593056261,-0.030405324653331345,0.0043778787227687355
2023-07-27,-0.030174304922452433,-0.012276296553927812,-0.01789800836852462
2023-07-28,-0.044278054429079394,-0.03129715907578179,-0.012980895353297606
2023-07-31,-0.028076518953147445,-0.017295940363869278,-0.010780578589278167
2023-08-01,-0.039628117107468386,-0.03059401048716659,-0.009034106620301796
2023-08-02,-0.03874052899720748,-0.016091585766616845,-0.022648943230590635
2023-08-03,-0.047781668020985824,-0.011418592500876734,-0.03636307552010909
2023-08-04,-0.08560888818558221,-0.021758984537118442,-0.06384990364846377
2023-08-07,-0.036638435384671264,0.004765804928280826,-0.04140424031295209
2023-08-08,-0.016210089239000358,-0.01173759718604428,-0.0044724920529560785
2023-08-09,-0.013707209757997219,-0.007753348220094991,-0.0059538615379022275
2023-08-10,-0.02157373911981253,0.0225534716493081,-0.04412721076912063
2023-08-11,-0.020531719321281172,0.05982118252843738,-0.08035290184971855
2023-08-14,-0.019571138579689173,-0.020171867979749902,0.0006007294000607288
2023-08-15,-0.010702369195782047,0.003985766916797973,-0.01468813611258002
2023-08-16,0.007710823943433143,0.020599277662197046,-0.012888453718763904
2023-08-17,0.0013753780533489746,0.013678081895838412,-0.012302703842489437
2023-08-18,0.06279629032848244,0.023611528039104268,0.03918476228937817
2023-08-21,-0.0028105669579353565,0.024738642982073067,-0.027549209940008423
2023-08-22,0.06823161312332693,0.038875910247029744,0.029355702876297185
2023-08-23,0.04558989408848779,0.03605338080991394,0.009536513278573855
2023-08-24,0.04647745906980494,0.06514345001054234,-0.018665990940737398
2023-08-25,0.05413076341459644,0.06074708356850045,-0.0066163201539040095
2023-08-28,0.03657522141278524,0.05277755407320339,-0.01620233266041815
2023-08-29,-0.03523942351666609,-0.006571719562920575,-0.028667703953745516
2023-08-30,-0.0612861198907827,-0.05377029565444025,-0.00751582423634245
2023-08-31,-0.0765729428025792,-0.051578253232946736,-0.024994689569632467
2023-09-01,-0.0685908923134072,0.028235968663907762,-0.09682686097731497
2023-09-05,-0.07568376043171832,-0.007234621304340383,-0.06844913912737793
2023-09-06,-0.03348842838322963,0.0006500104440676502,-0.03413843882729728
2023-09-07,-0.014273117774128319,-0.010249809268569443,-0.004023308505558876
2023-09-08,-0.03668907479822758,-0.0013154669812043274,-0.035373607817023256
2023-09-11,-0.02682717320162309,-0.007258569633978529,-0.01956860356764456
2023-09-12,-0.0094042682099581,0.015711692930316046,-0.025115961140274146
2023-09-13,-0.045497607695804354,0.0073475115538435,-0.052845119249647854
2023-09-14,-0.05659866692039062,-0.010299472482326766,-0.04629919443806385
2023-09-15,-0.040003734036030414,-0.001257079507301806,-0.03874665452872861
2023-09-18,-0.035008893925066786,-0.03966721569247145,0.004658321767404661
2023-09-19,-0.05023564685663162,-0.0369714260753049,-0.013264220781326719
2023-09-20,-0.02870229971974425,0.005421437017005815,-0.034123736736750065
2023-09-21,-0.0066530697591420385,0.05051585202020137,-0.05716892177934341
2023-09-22,0.0010055292861270715,0.04539783251484608,-0.04439230322871901
2023-09-25,0.004588239245749026,0.060632115631578554,-0.05604387638582953
2023-09-26,0.0020045231836112176,0.03831910622422363,-0.036314583040612414
2023-09-27,0.019725679084586556,0.03703989347908143,-0.017314214394494876
2023-09-28,0.018237305745627985,0.03710920715863297,-0.018871901413004988
2023-09-29,0.03645313150510732,0.05202423687158486,-0.015571105366477545
2023-10-02,0.024922345433725956,0.030158307770563608,-0.005235962336837652
2023-10-03,0.030717206041532163,0.052416426434727104,-0.02169922039319494
2023-10-04,0.0318832319889526,0.06278225447858365,-0.030899022489631056
2023-10-05,0.03315993708097298,0.02157844911192064,0.01158148796905234
2023-10-06,-0.006577825070093857,0.00456296517385657,-0.011140790243950427
2023-10-09,0.018156531745936677,0.008674727857780118,0.00948180388815656
2023-10-10,-0.0406130355703096,0.0034057415999617646,-0.04401877717027136
2023-10-11,-0.022024618447041067,-0.014003593099810918,-0.008021025347230148
2023-10-12,-0.1031844036510744,-0.016672085189340713,-0.08651231846173368
2023-10-13,-0.08961525649636881,-0.02389323417828426,-0.06572202231808455
2023-10-16,-0.06768639163315271,-0.03573074086228689,-0.03195565077086582
2023-10-17,-0.004607490260663982,-0.028416173130499378,0.023808682869835396
2023-10-18,0.03198960905913051,-0.02942748637970094,0.06141709543883145
2023-10-19,-0.010352428139459358,-0.032549363726876,0.022196935587416644
2023-10-20,0.00961212691161295,-0.024953289715888616,0.034565416627501566
2023-10-23,0.024261997839410743,-0.01158262301033186,0.0358446208497426
2023-10-24,0.022932903838798868,-0.012817600014150665,0.03575050385294953
2023-10-25,0.015851177043418874,0.01223806675010275,0.003613110293316124
2023-10-26,0.06230744747511019,0.07885727451932212,-0.01654982704421193
2023-10-27,0.069706823125252,0.11123461778705379,-0.04152779466180179
2023-10-30,0.056980185981152065,0.11151321067240927,-0.054533024691257204
2023-10-31,0.06630982735644353,0.12690042144531533,-0.060590594088871796
2023-11-01,0.04949851708755926,0.10038987172303071,-0.05089135463547145
2023-11-02,0.0355132533498963,0.07916140462111221,-0.04364815127121591
2023-11-03,0.04781754714018294,0.07399173182820351,-0.026174184688020574
2023-11-06,0.028468893009289786,0.0324360542090143,-0.0039671611997245115
2023-11-07,0.027015787393897872,0.08053530994004277,-0.05351952254614489
2023-11-08,0.019879677237980786,0.04968425642582952,-0.029804579187848734
2023-11-09,0.04503465726891931,0.053887212021667574,-0.008852554752748265
2023-11-10,0.002517483035304746,0.023104387192526277,-0.02058690415722153
2023-11-13,0.031433574350254956,0.03196340271391196,-0.0005298283636570034
2023-11-14,0.005799925368579206,0.010117391547480148,-0.004317466178900942
2023-11-15,-0.0035183814523929158,0.011875181208748309,-0.015393562661141225
2023-11-16,-0.034438139517587896,0.01126074403190147,-0.045698883549489366
2023-11-17,-0.02142085287101858,0.008185534402970207,-0.029606387273988788
2023-11-20,-0.05133999667706213,0.001474837418910413,-0.05281483409597254
2023-11-21,-0.03612043104181639,0.0029563953565101553,-0.03907682639832655
2023-11-22,-0.039945674872638226,0.003032901151377443,-0.04297857602401567
2023-11-24,-0.021161141757700896,0.008346275560278782,-0.02950741731797968
2023-11-27,-0.05663107923212418,0.004862758051288996,-0.06149383728341318
2023-11-28,-0.026157901811957096,0.003670971139798418,-0.029828872951755514
2023-11-29,-0.05469465285056596,0.0003298671085025795,-0.05502451995906854
2023-11-30,-0.0036328219245524984,0.0040095195909548575,-0.007642341515507356
2023-12-01,0.02337377433078558,0.0023960075593085772,0.020977766771477002
2023-12-04,0.019796300774137077,0.024634123080193193,-0.0048378223060561165
2023-12-05,0.006669486769231403,0.023428912331298957,-0.016759425562067554
2023-12-06,0.029326146287224963,0.056809588349215234,-0.02748344206199027
2023-12-07,0.019766322328085284,0.03764274437167159,-0.017876422043586304
2023-12-08,0.009503805602852022,0.029133189857948105,-0.019629384255096083
2023-12-11,0.02574415034074584,0.0739915227520791,-0.048247372411333256
2023-12-12,0.028362554563542863,0.040854395594714044,-0.01249184103117118
2023-12-13,-0.0158114590535694,0.000478081096936922,-0.01628954015050632
2023-12-14,-0.01731374700414723,0.013236841571340197,-0.030550588575487425
2023-12-15,0.009512124080458983,0.010384800053724774,-0.0008726759732657907
2023-12-18,0.009334741894439835,0.00539377659745055,0.003940965296989285
2023-12-19,0.003517043575468559,-0.0037697821221372996,0.007286825697605859
2023-12-20,0.020929744277303985,0.02932815647734288,-0.008398412200038896
2023-12-21,0.004819869459878889,0.0066925812249707395,-0.0018727117650918501
